"intersection_id","tollgate_id","vehicle_id","starting_time","travel_seq","travel_time"
"B","3","1049482","2016-10-20 14:47:22","105#2016-10-20 14:47:22#2.55;100#2016-10-20 14:47:24#1.90;111#2016-10-20 14:47:26#3.96;103#2016-10-20 14:47:30#0.75;122#2016-10-20 14:47:31#6.45","15.45"
"A","2","1022786","2016-10-20 14:47:34","110#2016-10-20 14:47:34#7.73;123#2016-10-20 14:47:42#4.44;107#2016-10-20 14:47:47#4.32;108#2016-10-20 14:47:51#6.20;120#2016-10-20 14:47:57#1.26;117#2016-10-20 14:47:58#30.00","54"
"A","2","1039655","2016-10-20 14:48:02","110#2016-10-20 14:48:02#11.56;123#2016-10-20 14:48:14#5.66;107#2016-10-20 14:48:20#4.01;108#2016-10-20 14:48:24#4.78;120#2016-10-20 14:48:29#0.67;117#2016-10-20 14:48:29#71.29","98.29"
"B","1","1017008","2016-10-20 14:48:38","105#2016-10-20 14:48:38#9.00;100#2016-10-20 14:48:47#6.68;111#2016-10-20 14:48:54#13.93;103#2016-10-20 14:49:08#2.65;116#2016-10-20 14:49:11#20.73;101#2016-10-20 14:49:32#9.67;121#2016-10-20 14:49:42#13.59;106#2016-10-20 14:49:55#1.73;113#2016-10-20 14:49:57#16.58","95.58"
"A","3","1041530","2016-10-20 14:49:09","110#2016-10-20 14:49:09#10.48;123#2016-10-20 14:49:19#4.21;107#2016-10-20 14:49:23#2.56;108#2016-10-20 14:49:26#3.06;119#2016-10-20 14:49:29#0.74;114#2016-10-20 14:49:30#13.23;118#2016-10-20 14:49:43#14.72;122#2016-10-20 14:49:58#49.10","98.1"
"B","3","1011528","2016-10-20 14:49:31","105#2016-10-20 14:49:31#9.71;100#2016-10-20 14:49:41#8.74;111#2016-10-20 14:49:50#18.23;103#2016-10-20 14:50:08#3.46;122#2016-10-20 14:50:14#26.49","69.49"
"A","3","1001264","2016-10-20 14:49:34","110#2016-10-20 14:49:34#14.34;123#2016-10-20 14:49:49#7.76;107#2016-10-20 14:49:56#4.47;108#2016-10-20 14:50:01#4.52;119#2016-10-20 14:50:05#0.94;114#2016-10-20 14:50:06#20.62;118#2016-10-20 14:50:27#48.84;122#2016-10-20 14:51:16#17.29","119.28999999999999"
"B","1","1037334","2016-10-20 14:49:37","105#2016-10-20 14:49:37#59.74;100#2016-10-20 14:49:42#4.27;111#2016-10-20 14:49:47#9.25;103#2016-10-20 14:49:56#2.00;116#2016-10-20 14:49:58#14.06;101#2016-10-20 14:50:12#7.49;121#2016-10-20 14:50:20#9.72;106#2016-10-20 14:50:29#1.29;113#2016-10-20 14:50:31#27.99","81.99"
"C","1","1000808","2016-10-20 14:50:20","115#2016-10-20 14:50:20#9.15;102#2016-10-20 14:50:29#10.47;109#2016-10-20 14:50:40#10.26;104#2016-10-20 14:50:50#21.33;112#2016-10-20 14:51:11#13.07;111#2016-10-20 14:51:24#8.87;103#2016-10-20 14:51:33#1.61;116#2016-10-20 14:51:35#12.44;101#2016-10-20 14:51:48#9.27;121#2016-10-20 14:51:57#12.21;106#2016-10-20 14:52:09#1.55;113#2016-10-20 14:52:11#14.90","125.9"
"C","3","1025808","2016-10-20 14:50:22","115#2016-10-20 14:50:22#9.10;102#2016-10-20 14:50:31#9.35;109#2016-10-20 14:50:40#13.93;104#2016-10-20 14:50:54#30.23;112#2016-10-20 14:51:24#20.53;111#2016-10-20 14:51:45#12.48;103#2016-10-20 14:51:57#2.37;122#2016-10-20 14:52:01#20.32","119.32"
"C","1","1009649","2016-10-20 14:50:24","115#2016-10-20 14:50:24#8.63;102#2016-10-20 14:50:33#9.38;109#2016-10-20 14:50:42#9.12;104#2016-10-20 14:50:51#20.68;112#2016-10-20 14:51:12#13.96;111#2016-10-20 14:51:26#9.19;103#2016-10-20 14:51:35#1.97;116#2016-10-20 14:51:38#17.61;101#2016-10-20 14:51:55#9.65;121#2016-10-20 14:52:05#13.48;106#2016-10-20 14:52:18#1.44;113#2016-10-20 14:52:20#21.67","137.67000000000002"
"B","3","1043518","2016-10-20 14:50:59","105#2016-10-20 14:50:59#8.61;100#2016-10-20 14:51:08#5.64;111#2016-10-20 14:51:13#11.33;103#2016-10-20 14:51:25#1.86;122#2016-10-20 14:51:28#23.40","52.4"
"B","3","1032404","2016-10-20 14:51:22","105#2016-10-20 14:51:22#7.11;100#2016-10-20 14:51:29#5.38;111#2016-10-20 14:51:34#20.51;103#2016-10-20 14:51:55#0.62;122#2016-10-20 14:51:56#30.77","64.77"
"A","3","1041493","2016-10-20 14:51:29","110#2016-10-20 14:51:29#15.69;123#2016-10-20 14:51:45#8.41;107#2016-10-20 14:51:53#4.15;108#2016-10-20 14:51:57#3.01;119#2016-10-20 14:52:00#0.64;114#2016-10-20 14:52:01#15.38;118#2016-10-20 14:52:16#21.96;122#2016-10-20 14:52:38#21.10","90.1"
"A","3","1000518","2016-10-20 14:51:49","110#2016-10-20 14:51:49#11.47;123#2016-10-20 14:52:00#6.21;107#2016-10-20 14:52:06#3.58;108#2016-10-20 14:52:10#4.21;119#2016-10-20 14:52:14#0.95;114#2016-10-20 14:52:15#20.93;118#2016-10-20 14:52:36#21.78;122#2016-10-20 14:52:58#26.31","95.31"
"A","3","1043935","2016-10-20 14:53:50","110#2016-10-20 14:53:50#10.40;123#2016-10-20 14:54:00#4.76;107#2016-10-20 14:54:05#2.78;108#2016-10-20 14:54:07#3.11;119#2016-10-20 14:54:11#0.68;114#2016-10-20 14:54:11#13.72;118#2016-10-20 14:54:25#16.53;122#2016-10-20 14:54:41#16.53","67.53"
"A","2","1010345","2016-10-20 14:54:00","110#2016-10-20 14:54:00#13.35;123#2016-10-20 14:54:13#8.35;107#2016-10-20 14:54:21#5.90;108#2016-10-20 14:54:27#6.94;120#2016-10-20 14:54:34#1.04;117#2016-10-20 14:54:35#28.43","63.43"
"B","3","1001960","2016-10-20 14:54:16","105#2016-10-20 14:54:16#6.98;100#2016-10-20 14:54:23#5.93;111#2016-10-20 14:54:29#39.83;103#2016-10-20 14:55:09#6.36;122#2016-10-20 14:55:20#38.23","102.22999999999999"
"B","3","1042487","2016-10-20 14:54:34","105#2016-10-20 14:54:34#10.46;100#2016-10-20 14:54:45#8.60;111#2016-10-20 14:54:53#50.96;103#2016-10-20 14:55:44#6.54;122#2016-10-20 14:55:52#19.74","97.74"
"B","1","1001428","2016-10-20 14:54:49","105#2016-10-20 14:54:49#8.01;100#2016-10-20 14:54:57#4.25;111#2016-10-20 14:55:01#14.77;103#2016-10-20 14:55:16#2.84;116#2016-10-20 14:55:19#18.17;101#2016-10-20 14:55:38#14.71;121#2016-10-20 14:55:52#11.98;106#2016-10-20 14:56:04#1.17;113#2016-10-20 14:56:05#18.20","94.2"
"B","1","1010018","2016-10-20 14:54:59","105#2016-10-20 14:54:59#10.01;100#2016-10-20 14:55:09#6.06;111#2016-10-20 14:55:15#15.75;103#2016-10-20 14:55:31#1.78;116#2016-10-20 14:55:33#14.24;101#2016-10-20 14:55:48#12.79;121#2016-10-20 14:56:00#14.90;106#2016-10-20 14:56:15#2.27;113#2016-10-20 14:56:18#36.97","115.97"
"B","3","1038506","2016-10-20 14:55:08","105#2016-10-20 14:55:08#11.25;100#2016-10-20 14:55:19#6.29;111#2016-10-20 14:55:26#27.93;103#2016-10-20 14:55:54#2.92;122#2016-10-20 14:55:58#23.82","73.82"
"A","3","1018270","2016-10-20 14:56:06","110#2016-10-20 14:56:06#18.46;123#2016-10-20 14:56:25#5.90;107#2016-10-20 14:56:31#3.40;108#2016-10-20 14:56:34#4.00;119#2016-10-20 14:56:38#0.90;114#2016-10-20 14:56:39#107.89;118#2016-10-20 14:58:27#15.97;122#2016-10-20 14:58:43#20.76","177.76"
"A","3","1009629","2016-10-20 14:56:16","110#2016-10-20 14:56:16#10.00;123#2016-10-20 14:56:26#5.41;107#2016-10-20 14:56:32#3.12;108#2016-10-20 14:56:35#3.67;119#2016-10-20 14:56:38#0.83;114#2016-10-20 14:56:39#18.17;118#2016-10-20 14:56:57#105.18;122#2016-10-20 14:58:43#6.42","153.42"
"A","2","1012243","2016-10-20 14:56:26","110#2016-10-20 14:56:26#9.12;123#2016-10-20 14:56:35#6.23;107#2016-10-20 14:56:42#4.15;108#2016-10-20 14:56:46#4.60;120#2016-10-20 14:56:50#0.68;117#2016-10-20 14:56:51#103.21","128.20999999999998"
"A","2","1018317","2016-10-20 14:56:26","110#2016-10-20 14:56:26#10.29;123#2016-10-20 14:56:36#5.70;107#2016-10-20 14:56:42#4.00;108#2016-10-20 14:56:46#5.75;120#2016-10-20 14:56:52#0.91;117#2016-10-20 14:56:53#136.89","163.89"
"A","3","1004807","2016-10-20 14:56:31","110#2016-10-20 14:56:31#10.73;123#2016-10-20 14:56:42#7.26;107#2016-10-20 14:56:49#6.67;108#2016-10-20 14:56:56#7.50;119#2016-10-20 14:57:03#1.25;114#2016-10-20 14:57:04#16.20;118#2016-10-20 14:57:21#40.93;122#2016-10-20 14:58:02#25.06","116.06"
"A","2","1022785","2016-10-20 14:56:41","110#2016-10-20 14:56:41#13.46;123#2016-10-20 14:56:55#7.28;107#2016-10-20 14:57:02#4.20;108#2016-10-20 14:57:06#4.94;120#2016-10-20 14:57:11#0.74;117#2016-10-20 14:57:12#125.28","156.28"
"A","2","1007707","2016-10-20 14:58:36","110#2016-10-20 14:58:36#8.95;123#2016-10-20 14:58:45#5.02;107#2016-10-20 14:58:50#3.58;108#2016-10-20 14:58:54#3.41;120#2016-10-20 14:58:57#0.51;117#2016-10-20 14:58:57#66.62","87.62"
"A","3","1039131","2016-10-20 14:58:41","110#2016-10-20 14:58:41#9.96;123#2016-10-20 14:58:51#6.09;107#2016-10-20 14:58:57#4.26;108#2016-10-20 14:59:02#5.01;119#2016-10-20 14:59:07#0.92;114#2016-10-20 14:59:08#15.29;118#2016-10-20 14:59:23#18.26;122#2016-10-20 14:59:41#22.02","82.02"
"C","3","1003706","2016-10-20 14:59:13","115#2016-10-20 14:59:13#19.49;102#2016-10-20 14:59:32#9.15;109#2016-10-20 14:59:41#9.43;104#2016-10-20 14:59:51#20.47;112#2016-10-20 15:00:11#13.90;111#2016-10-20 15:00:25#18.27;103#2016-10-20 15:00:43#4.17;122#2016-10-20 15:00:50#35.75","132.75"
"C","1","1019984","2016-10-20 14:59:17","115#2016-10-20 14:59:17#7.78;102#2016-10-20 14:59:24#8.55;109#2016-10-20 14:59:33#8.68;104#2016-10-20 14:59:42#21.53;112#2016-10-20 15:00:03#14.06;111#2016-10-20 15:00:17#9.44;103#2016-10-20 15:00:27#2.07;116#2016-10-20 15:00:29#13.38;101#2016-10-20 15:00:42#5.94;121#2016-10-20 15:00:48#31.75;106#2016-10-20 15:01:20#2.22;113#2016-10-20 15:01:22#21.29","146.29"
"C","1","1015581","2016-10-20 14:59:18","115#2016-10-20 14:59:18#9.66;102#2016-10-20 14:59:28#12.53;109#2016-10-20 14:59:41#8.11;104#2016-10-20 14:59:49#20.75;112#2016-10-20 15:00:10#13.31;111#2016-10-20 15:00:23#9.19;103#2016-10-20 15:00:32#2.07;116#2016-10-20 15:00:35#13.95;101#2016-10-20 15:00:48#6.41;121#2016-10-20 15:00:55#43.66;106#2016-10-20 15:01:39#2.05;113#2016-10-20 15:01:41#19.66","162.66"
"C","1","1042221","2016-10-20 14:59:24","115#2016-10-20 14:59:24#9.87;102#2016-10-20 14:59:34#8.66;109#2016-10-20 14:59:42#8.34;104#2016-10-20 14:59:51#23.36;112#2016-10-20 15:00:14#15.46;111#2016-10-20 15:00:30#8.66;103#2016-10-20 15:00:38#1.61;116#2016-10-20 15:00:40#11.98;101#2016-10-20 15:00:52#7.33;121#2016-10-20 15:00:59#48.01;106#2016-10-20 15:01:47#2.46;113#2016-10-20 15:01:50#23.65","169.65"
"A","3","1037078","2016-10-20 15:00:47","110#2016-10-20 15:00:47#9.85;123#2016-10-20 15:00:57#4.71;107#2016-10-20 15:01:01#4.25;108#2016-10-20 15:01:06#6.25;119#2016-10-20 15:01:12#0.94;114#2016-10-20 15:01:13#14.97;118#2016-10-20 15:01:28#25.22;122#2016-10-20 15:01:53#51.96","117.96000000000001"
"A","2","1050227","2016-10-20 15:00:58","110#2016-10-20 15:00:58#9.91;123#2016-10-20 15:01:08#5.21;107#2016-10-20 15:01:13#3.80;108#2016-10-20 15:01:17#6.82;120#2016-10-20 15:01:24#1.20;117#2016-10-20 15:01:25#27.12","54.120000000000005"
"A","2","1039136","2016-10-20 15:02:44","110#2016-10-20 15:02:44#11.74;123#2016-10-20 15:02:55#5.21;107#2016-10-20 15:03:01#4.15;108#2016-10-20 15:03:05#4.51;120#2016-10-20 15:03:09#0.67;117#2016-10-20 15:03:10#21.11","47.11"
"C","3","1042533","2016-10-20 15:02:56","115#2016-10-20 15:02:56#9.01;102#2016-10-20 15:03:05#9.83;109#2016-10-20 15:03:15#10.10;104#2016-10-20 15:03:25#28.86;112#2016-10-20 15:03:53#63.31;111#2016-10-20 15:04:57#12.74;103#2016-10-20 15:05:10#12.54;122#2016-10-20 15:05:23#17.90","164.9"
"B","1","1006967","2016-10-20 15:03:20","105#2016-10-20 15:03:20#9.46;100#2016-10-20 15:03:30#5.14;111#2016-10-20 15:03:35#11.02;103#2016-10-20 15:03:46#2.84;116#2016-10-20 15:03:50#16.25;101#2016-10-20 15:04:06#12.32;121#2016-10-20 15:04:18#17.24;106#2016-10-20 15:04:35#2.42;113#2016-10-20 15:04:38#52.15","130.15"
"C","1","1041206","2016-10-20 15:05:39","115#2016-10-20 15:05:39#7.89;102#2016-10-20 15:05:47#10.26;109#2016-10-20 15:05:57#10.47;104#2016-10-20 15:06:08#23.30;112#2016-10-20 15:06:31#18.63;111#2016-10-20 15:06:50#30.63;103#2016-10-20 15:07:20#1.75;116#2016-10-20 15:07:22#12.26;101#2016-10-20 15:07:35#5.42;121#2016-10-20 15:07:40#10.00;106#2016-10-20 15:07:50#22.41;113#2016-10-20 15:08:13#14.05","168.05"
"A","2","1000060","2016-10-20 15:05:42","110#2016-10-20 15:05:42#18.73;123#2016-10-20 15:06:01#4.89;107#2016-10-20 15:06:06#2.19;108#2016-10-20 15:06:08#7.51;120#2016-10-20 15:06:16#0.70;117#2016-10-20 15:06:16#35.27","69.27000000000001"
"A","2","1023676","2016-10-20 15:05:55","110#2016-10-20 15:05:55#14.44;123#2016-10-20 15:06:10#7.34;107#2016-10-20 15:06:17#4.23;108#2016-10-20 15:06:21#4.98;120#2016-10-20 15:06:26#0.75;117#2016-10-20 15:06:27#82.97","114.97"
"A","3","1005569","2016-10-20 15:06:01","110#2016-10-20 15:06:01#13.69;123#2016-10-20 15:06:15#5.58;107#2016-10-20 15:06:20#3.22;108#2016-10-20 15:06:24#3.79;119#2016-10-20 15:06:27#0.85;114#2016-10-20 15:06:28#134.28;118#2016-10-20 15:08:43#7.88;122#2016-10-20 15:08:50#7.54","176.54"
"C","1","1037800","2016-10-20 15:06:08","115#2016-10-20 15:06:08#6.67;102#2016-10-20 15:06:15#7.03;109#2016-10-20 15:06:22#7.66;104#2016-10-20 15:06:30#24.43;112#2016-10-20 15:06:54#61.08;111#2016-10-20 15:07:55#33.94;103#2016-10-20 15:08:29#2.71;116#2016-10-20 15:08:32#14.53;101#2016-10-20 15:08:47#6.02;121#2016-10-20 15:08:53#9.22;106#2016-10-20 15:09:02#6.24;113#2016-10-20 15:09:08#12.32","192.32"
"A","2","1003609","2016-10-20 15:06:30","110#2016-10-20 15:06:30#7.78;123#2016-10-20 15:06:38#3.71;107#2016-10-20 15:06:42#2.54;108#2016-10-20 15:06:44#3.31;120#2016-10-20 15:06:48#0.67;117#2016-10-20 15:06:48#151.49","169.49"
"B","1","1031877","2016-10-20 15:06:37","105#2016-10-20 15:06:37#8.88;116#2016-10-20 15:07:27#9.73;101#2016-10-20 15:07:36#5.09;121#2016-10-20 15:07:41#7.17;106#2016-10-20 15:07:48#1.03;113#2016-10-20 15:07:50#18.38","91.38"
"A","2","1035607","2016-10-20 15:07:54","110#2016-10-20 15:07:54#10.08;123#2016-10-20 15:08:04#5.22;107#2016-10-20 15:08:09#3.50;108#2016-10-20 15:08:12#5.60;120#2016-10-20 15:08:18#0.94;117#2016-10-20 15:08:19#76.32","101.32"
"C","1","1016188","2016-10-20 15:08:53","115#2016-10-20 15:08:53#7.79;102#2016-10-20 15:09:01#8.73;109#2016-10-20 15:09:10#9.86;104#2016-10-20 15:09:20#28.70;112#2016-10-20 15:09:48#67.59;111#2016-10-20 15:10:56#18.30;103#2016-10-20 15:11:14#3.88;116#2016-10-20 15:11:19#14.57;101#2016-10-20 15:11:33#5.27;121#2016-10-20 15:11:38#8.86;106#2016-10-20 15:11:47#2.27;113#2016-10-20 15:11:50#25.66","202.66"
"B","1","1016418","2016-10-20 15:10:09","105#2016-10-20 15:10:09#11.41;100#2016-10-20 15:10:21#6.36;111#2016-10-20 15:10:27#10.78;103#2016-10-20 15:10:38#1.84;116#2016-10-20 15:10:40#12.74;101#2016-10-20 15:10:53#6.74;121#2016-10-20 15:11:00#12.08;106#2016-10-20 15:11:12#2.08;113#2016-10-20 15:11:14#52.19","117.19"
"A","2","1017454","2016-10-20 15:10:20","110#2016-10-20 15:10:20#8.32;123#2016-10-20 15:10:28#5.32;107#2016-10-20 15:10:34#2.98;108#2016-10-20 15:10:37#3.94;120#2016-10-20 15:10:41#0.61;117#2016-10-20 15:10:41#28.02","49.019999999999996"
"C","3","1046939","2016-10-20 15:11:31","115#2016-10-20 15:11:31#9.65;102#2016-10-20 15:11:40#9.89;109#2016-10-20 15:11:50#9.79;104#2016-10-20 15:12:00#24.07;122#2016-10-20 15:13:09#33.11","131.11"
"A","2","1011525","2016-10-20 15:12:03","110#2016-10-20 15:12:03#11.39;123#2016-10-20 15:12:09#4.40;107#2016-10-20 15:12:13#4.10;108#2016-10-20 15:12:18#4.11;120#2016-10-20 15:12:22#0.59;117#2016-10-20 15:12:22#16.27","35.269999999999996"
"A","2","1013969","2016-10-20 15:12:56","110#2016-10-20 15:12:56#10.01;123#2016-10-20 15:13:06#5.42;107#2016-10-20 15:13:11#3.12;108#2016-10-20 15:13:14#5.90;120#2016-10-20 15:13:20#0.61;117#2016-10-20 15:13:21#17.54","42.54"
"A","3","1037033","2016-10-20 15:13:01","110#2016-10-20 15:13:01#14.16;123#2016-10-20 15:13:15#7.66;107#2016-10-20 15:13:23#4.42;108#2016-10-20 15:13:27#8.64;119#2016-10-20 15:13:36#1.96;114#2016-10-20 15:13:38#29.95;118#2016-10-20 15:14:08#18.67;122#2016-10-20 15:14:27#42.35","128.35"
"A","3","1008316","2016-10-20 15:13:06","110#2016-10-20 15:13:06#10.06;123#2016-10-20 15:13:16#9.42;107#2016-10-20 15:13:25#9.90;108#2016-10-20 15:13:35#11.65;119#2016-10-20 15:13:47#2.62;122#2016-10-20 15:15:08#30.11","152.11"
"B","1","1037747","2016-10-20 15:13:08","105#2016-10-20 15:13:08#7.55;100#2016-10-20 15:13:16#4.79;111#2016-10-20 15:13:21#27.41;103#2016-10-20 15:13:48#4.47;116#2016-10-20 15:13:54#17.50;101#2016-10-20 15:14:11#8.14;121#2016-10-20 15:14:19#11.66;106#2016-10-20 15:14:31#1.56;113#2016-10-20 15:14:32#20.15","104.15"
"A","2","1004871","2016-10-20 15:14:46","110#2016-10-20 15:14:46#11.66;123#2016-10-20 15:14:58#8.57;107#2016-10-20 15:15:06#5.96;108#2016-10-20 15:15:12#7.02;120#2016-10-20 15:15:19#1.05;117#2016-10-20 15:15:20#41.59","75.59"
"A","3","1010017","2016-10-20 15:15:47","110#2016-10-20 15:15:47#7.31;123#2016-10-20 15:15:54#6.33;107#2016-10-20 15:16:00#6.02;108#2016-10-20 15:16:06#7.05;119#2016-10-20 15:16:13#1.29;114#2016-10-20 15:16:15#19.03;118#2016-10-20 15:16:34#26.94;122#2016-10-20 15:17:00#68.61","141.61"
"A","3","1034529","2016-10-20 15:16:08","110#2016-10-20 15:16:08#12.05;123#2016-10-20 15:16:20#4.89;107#2016-10-20 15:16:25#2.63;108#2016-10-20 15:16:28#3.17;119#2016-10-20 15:16:31#0.72;114#2016-10-20 15:16:32#15.46;118#2016-10-20 15:16:47#25.01;122#2016-10-20 15:17:12#84.04","148.04000000000002"
"A","2","1032969","2016-10-20 15:17:21","110#2016-10-20 15:17:21#10.93;123#2016-10-20 15:17:32#7.64;107#2016-10-20 15:17:40#5.77;108#2016-10-20 15:17:45#5.73;120#2016-10-20 15:17:51#0.55;117#2016-10-20 15:17:52#59.08","90.08"
"A","3","1000799","2016-10-20 15:17:25","110#2016-10-20 15:17:25#15.18;123#2016-10-20 15:17:41#8.21;107#2016-10-20 15:17:49#4.73;108#2016-10-20 15:17:54#5.57;119#2016-10-20 15:17:59#1.25;114#2016-10-20 15:18:00#81.35;118#2016-10-20 15:19:22#26.58;122#2016-10-20 15:19:48#85.22","228.22"
"C","1","1012324","2016-10-20 15:17:58","115#2016-10-20 15:17:58#8.77;102#2016-10-20 15:18:07#9.56;109#2016-10-20 15:18:16#8.92;104#2016-10-20 15:18:25#24.22;112#2016-10-20 15:18:49#34.03;111#2016-10-20 15:19:23#16.76;103#2016-10-20 15:19:40#3.19;116#2016-10-20 15:19:44#24.93;101#2016-10-20 15:20:09#11.64;121#2016-10-20 15:20:21#16.35;106#2016-10-20 15:20:37#2.08;113#2016-10-20 15:20:39#19.95","180.95"
"B","3","1003326","2016-10-20 15:18:22","105#2016-10-20 15:18:22#4.60;100#2016-10-20 15:18:27#4.87;111#2016-10-20 15:18:32#13.48;103#2016-10-20 15:18:45#55.30;122#2016-10-20 15:19:41#43.19","122.19"
"A","3","1030098","2016-10-20 15:19:45","110#2016-10-20 15:19:45#11.10;123#2016-10-20 15:19:56#6.01;107#2016-10-20 15:20:02#3.46;108#2016-10-20 15:20:06#4.08;119#2016-10-20 15:20:10#0.92;114#2016-10-20 15:20:11#20.17;118#2016-10-20 15:20:31#28.17;122#2016-10-20 15:20:59#27.44","101.44"
"A","2","1030361","2016-10-20 15:21:37","110#2016-10-20 15:21:37#14.99;123#2016-10-20 15:21:52#8.11;107#2016-10-20 15:22:00#4.68;108#2016-10-20 15:22:05#5.50;120#2016-10-20 15:22:10#0.83;117#2016-10-20 15:22:11#18.36","52.36"
"B","1","1020234","2016-10-20 15:22:02","105#2016-10-20 15:22:02#10.60;100#2016-10-20 15:22:13#7.88;111#2016-10-20 15:22:21#11.45;103#2016-10-20 15:22:32#2.14;116#2016-10-20 15:22:35#16.78;101#2016-10-20 15:22:52#7.83;121#2016-10-20 15:23:00#11.00;106#2016-10-20 15:23:11#1.40;113#2016-10-20 15:23:12#13.11","83.11"
"A","3","1026541","2016-10-20 15:22:29","110#2016-10-20 15:22:29#31.75;123#2016-10-20 15:23:01#10.11;107#2016-10-20 15:23:11#5.83;108#2016-10-20 15:23:17#6.86;119#2016-10-20 15:23:23#1.54;114#2016-10-20 15:23:25#33.94;118#2016-10-20 15:23:59#35.31;122#2016-10-20 15:24:34#25.53","150.53"
"C","3","1022776","2016-10-20 15:22:53","115#2016-10-20 15:22:53#10.94;102#2016-10-20 15:23:04#13.39;109#2016-10-20 15:23:17#13.80;104#2016-10-20 15:23:31#29.94;112#2016-10-20 15:24:01#20.34;111#2016-10-20 15:24:21#36.17;103#2016-10-20 15:24:57#1.84;122#2016-10-20 15:25:00#15.73","142.73"
"B","3","1009492","2016-10-20 15:25:03","105#2016-10-20 15:25:03#20.62;100#2016-10-20 15:25:24#17.14;111#2016-10-20 15:25:41#34.51;103#2016-10-20 15:26:16#3.20;122#2016-10-20 15:26:21#27.09","105.09"
"B","1","1002003","2016-10-20 15:25:11","105#2016-10-20 15:25:11#10.86;100#2016-10-20 15:25:21#8.02;111#2016-10-20 15:25:29#16.54;103#2016-10-20 15:25:46#3.00;116#2016-10-20 15:25:50#20.16;101#2016-10-20 15:26:10#7.15;121#2016-10-20 15:26:17#12.19;106#2016-10-20 15:26:29#2.08;113#2016-10-20 15:26:31#34.91","114.91"
"B","1","1050363","2016-10-20 15:25:11","105#2016-10-20 15:25:11#9.77;100#2016-10-20 15:25:21#5.89;111#2016-10-20 15:25:27#30.25;103#2016-10-20 15:25:57#2.76;116#2016-10-20 15:26:01#16.77;101#2016-10-20 15:26:17#7.70;121#2016-10-20 15:26:25#11.05;106#2016-10-20 15:26:36#2.01;113#2016-10-20 15:26:38#22.05","109.05"
"C","1","1024001","2016-10-20 15:26:18","115#2016-10-20 15:26:18#7.60;102#2016-10-20 15:26:26#8.93;109#2016-10-20 15:26:34#9.10;104#2016-10-20 15:26:44#22.59;112#2016-10-20 15:27:06#14.19;111#2016-10-20 15:27:20#8.11;103#2016-10-20 15:27:28#1.66;116#2016-10-20 15:27:30#12.29;101#2016-10-20 15:27:43#6.12;121#2016-10-20 15:27:49#25.45;106#2016-10-20 15:28:14#1.56;113#2016-10-20 15:28:16#14.96","132.96"
"A","2","1037823","2016-10-20 15:26:50","110#2016-10-20 15:26:50#11.37;123#2016-10-20 15:27:02#8.17;107#2016-10-20 15:27:10#41.10;108#2016-10-20 15:27:51#1.60;120#2016-10-20 15:27:53#0.24;117#2016-10-20 15:27:53#5.44","68.44"
"B","3","1017649","2016-10-20 15:27:07","105#2016-10-20 15:27:07#29.85;100#2016-10-20 15:27:36#4.66;111#2016-10-20 15:27:41#13.63;103#2016-10-20 15:27:55#1.58;122#2016-10-20 15:27:57#34.99","84.99000000000001"
"B","3","1004547","2016-10-20 15:28:20","105#2016-10-20 15:28:20#10.11;100#2016-10-20 15:28:30#7.52;111#2016-10-20 15:28:38#15.69;103#2016-10-20 15:28:53#2.98;122#2016-10-20 15:28:58#25.54","63.54"
"A","3","1015664","2016-10-20 15:28:52","110#2016-10-20 15:28:52#8.48;123#2016-10-20 15:29:00#4.08;107#2016-10-20 15:29:04#2.32;108#2016-10-20 15:29:07#2.73;119#2016-10-20 15:29:10#0.73;114#2016-10-20 15:29:10#14.15;118#2016-10-20 15:29:24#31.95;122#2016-10-20 15:29:56#36.02","100.02000000000001"
"C","1","1043033","2016-10-20 15:29:21","115#2016-10-20 15:29:21#10.05;102#2016-10-20 15:29:31#8.40;109#2016-10-20 15:29:39#8.12;104#2016-10-20 15:29:47#19.92;112#2016-10-20 15:30:07#14.49;111#2016-10-20 15:30:22#8.34;103#2016-10-20 15:30:30#1.60;116#2016-10-20 15:30:32#12.52;101#2016-10-20 15:30:44#6.79;121#2016-10-20 15:30:51#50.49;106#2016-10-20 15:31:42#1.74;113#2016-10-20 15:31:43#16.66","158.66"
"A","2","1048223","2016-10-20 15:29:22","110#2016-10-20 15:29:22#10.29;123#2016-10-20 15:29:32#6.67;107#2016-10-20 15:29:38#6.07;108#2016-10-20 15:29:45#5.68;120#2016-10-20 15:29:50#0.77;117#2016-10-20 15:29:51#34.98","63.98"
"C","1","1008185","2016-10-20 15:29:57","115#2016-10-20 15:29:57#7.16;102#2016-10-20 15:30:04#7.48;109#2016-10-20 15:30:11#7.23;104#2016-10-20 15:30:19#19.67;112#2016-10-20 15:30:38#14.14;111#2016-10-20 15:30:53#21.77;103#2016-10-20 15:31:14#3.54;116#2016-10-20 15:31:19#12.87;101#2016-10-20 15:31:31#5.12;121#2016-10-20 15:31:36#8.35;106#2016-10-20 15:31:45#1.68;113#2016-10-20 15:31:47#23.48","133.48"
"B","3","1043229","2016-10-20 15:30:10","105#2016-10-20 15:30:10#7.55;100#2016-10-20 15:30:17#5.61;111#2016-10-20 15:30:23#11.71;103#2016-10-20 15:30:34#2.23;122#2016-10-20 15:30:38#19.06","47.06"
